speciesType	tissueType	UberonOntologyID	cancerType	cellType	cellName	CellOntologyID	cellMarker	geneSymbol	geneID	proteinName	proteinID	markerResource	PMID	Company
Human	Placenta	UBERON_0001987	Normal	Normal cell	Dendritic cell	CL_0000451	CD14, CD52, CD83, CD86	CD14, CD52, CD83, CD86	929, 1043, 9308, 942	CD14, CD52, CD83, CD86	P08571, P31358, Q01151, P42081	Single-cell sequencing	28830992	NA
Human	Placenta	UBERON_0001987	Normal	Normal cell	Decidual cell	NA	DKK1, IGFBP1, PRL	DKK1, IGFBP1, PRL	22943, 3484, 5617	DKK1, IBP1, PRL	O94907, P08833, P01236	Single-cell sequencing	28830992	NA
Human	Placenta	UBERON_0001987	Normal	Normal cell	T cell	CL_0000084	CD3G, GZMA	CD3G, GZMA	917, 3001	CD3G, GRAA	P09693, P12544	Single-cell sequencing	28830992	NA
Human	Placenta	UBERON_0001987	Normal	Normal cell	Red blood cell (erythrocyte)	CL_0000232	ALAS2, HBA1, HBB, HBG1	ALAS2, HBA1, HBB, HBG1	212, 3039, 3043, 3047	HEM0, NA, HBB, HBG1	P22557, NA, P68871, P69891	Single-cell sequencing	28830992	NA
Human	Placenta	UBERON_0001987	Normal	Normal cell	Vascular endothelial cell	CL_0002139	CD34, CDH5, ICAM1, PLVAP	CD34, CDH5, ICAM1, PLVAP	947, 1003, 3383, 83483	CD34, CADH5, ICAM1, PLVAP	P28906, P33151, P05362, Q9BX97	Single-cell sequencing	28830992	NA
Human	Placenta	UBERON_0001987	Normal	Normal cell	Vascular smooth muscle cell	CL_0000359	CNN1, MYH11	CNN1, MYH11	1264, 4629	CNN1, MYH11	P51911, P35749	Single-cell sequencing	28830992	NA
Human	Placenta	UBERON_0001987	Normal	Normal cell	Villous stromal cell	NA	ECM1, Fibromodulin	ECM1, FMOD	1893, 2331	ECM1, FMOD	Q16610, Q06828	Single-cell sequencing	28830992	NA
Human	Placenta	UBERON_0001987	Normal	Normal cell	Macrophage	CL_0000235	AIF1, CD14, CD163, CD209, CD53, CSF1R	AIF1, CD14, CD163, CD209, CD53, CSF1R	199, 929, 9332, 30835, 963, 1436	AIF1, CD14, C163A, CD209, CD53, CSF1R	P55008, P08571, Q86VB7, Q9NNX6, P19397, P07333	Single-cell sequencing	28830992	NA
Human	Placenta	UBERON_0001987	Normal	Normal cell	Extravillous trophoblast cell	CL_0000351	HLA-G, PAPPA2	HLA-G, PAPPA2	3135, 60676	HLAG, PAPP2	P17693, Q9BXP8	Single-cell sequencing	28830992	NA
Human	Placenta	UBERON_0001987	Normal	Normal cell	Villous cytotrophoblast	CL_0000351	PARP1	PARP1	142	PARP1	P09874	Single-cell sequencing	28830992	NA
Human	Placenta	UBERON_0001987	Normal	Normal cell	Syncytiotrophoblast	CL_0000525	CGA, CYP19A1, GH2	CGA, CYP19A1, GH2	1081, 1588, 2689	GLHA, CP19A, SOM2	P01215, P11511, P01242	Single-cell sequencing	28830992	NA
Human	Breast	UBERON_0000310	Normal	Normal cell	Luminal progenitor cell	NA	KRT19, PROM1, SLPI	KRT19, PROM1, SLPI	3880, 8842, 6590	K1C19, PROM1, SLPI	P08727, O43490, P03973	Single-cell sequencing	29795293	NA
Human	Breast	UBERON_0000310	Normal	Normal cell	Luminal epithelial cell	CL_0002326	ANKRD30A, SYTL2	ANKRD30A, SYTL2	91074, 54843	AN30A, SYTL2	Q9BXX3, Q9HCH5	Single-cell sequencing	29795293	NA
Human	Breast	UBERON_0000310	Normal	Normal cell	Basal epithelial cell	CL_0002327	ACTA2, KRT14, KRT5, MYLK, TP63	ACTA2, KRT14, KRT5, MYLK, TP63	59, 3861, 3852, 4638, 8626	ACTA, K1C14, K2C5, MYLK, P63	P62736, P02533, P13647, Q15746, Q9H3D4	Single-cell sequencing	29795293	NA
Mouse	Embryo	UBERON_0000922	Normal	Normal cell	Cardiomyocyte	CL_0002495	Bmp4, Emcn, Fbn1, Gata4, Hand1, Hand2, Mef2c, Myl4, Neb, Nid1, Tbx20, Tbx3, Tnnc1, Vim	Bmp4, Emcn, Fbn1, Gata4, Hand1, Hand2, Mef2c, Myl4, Neb, Nid1, Tbx20, Tbx3, Tnnc1, Vim	12159, 59308, 14118, 14463, 15110, 15111, 17260, 17896, 17996, 18073, 57246, 21386, 21924, 22352	BMP4, MUCEN, FBN1, GATA4, HAND1, HAND2, MEF2C, MYL4, NA, NID1, TBX20, TBX3, TNNC1, VIME	P21275, Q9R0H2, Q61554, Q08369, Q64279, Q61039, Q8CFN5, P09541, NA, P10493, Q9ES03, P70324, P19123, P20152	Single-cell sequencing	29371425	NA
Mouse	Embryo	UBERON_0000922	Normal	Normal cell	Endocardial cell	CL_0002350	Cdh5, Fli1, Gata2, Ramp2, Rdx, Sox7, Tal1	Cdh5, Fli1, Gata2, Ramp2, Rdx, Sox7, Tal1	12562, 14247, 14461, 54409, 19684, 20680, 21349	CADH5, FLI1, GATA2, RAMP2, RADI, SOX7, TAL1	P55284, P26323, O09100, Q9WUP0, P26043, P40646, P22091	Single-cell sequencing	29371425	NA
Mouse	Embryo	UBERON_0000922	Normal	Normal cell	Arterial cell	NA	Alk1, Cx37, Cx40, Cxcr4, Dll4, Efnb2, Hes1, Hey1, Jag2, Msx1, Notch4, Sox17, Tox2, Unc5b, Vegfc	Acvrl1, Gja4, Gja5, Cxcr4, Dll4, Efnb2, Hes1, Hey1, Jag2, Msx1, Notch4, Sox17, Tox2, Unc5b, Vegfc	11482, 14612, 14613, 12767, 54485, 13642, 15205, 15213, 16450, 17701, 18132, 20671, 269389, 107449, 22341	ACVL1, CXA4, CXA5, CXCR4, DLL4, EFNB2, HES1, HEY1, JAG2, MSX1, NOTC4, SOX17, NA, UNC5B, VEGFC	Q61288, P28235, Q01231, P70658, Q9JI71, P52800, P35428, Q9WV93, Q9QYE5, P13297, P31695, Q61473, NA, Q8K1S3, P97953	Single-cell sequencing	29973725	NA
Mouse	Embryo	UBERON_0000922	Normal	Normal cell	Venous cell	NA	Apj, Coup-tf2, Dab2, EphB4, Nrp2, Tie-2	Aplnr, Nr2f2, Dab2, Ephb4, Nrp2, Tek	23796, 11819, 13132, 13846, 18187, 21687	APJ, COT2, DAB2, EPHB4, NRP2, TIE2	Q9WV08, P43135, P98078, P54761, O35375, Q02858	Single-cell sequencing	29973725	NA
Human	Umbilical cord blood	UBERON_0012168	Normal	Normal cell	Lymphoid-primed multipotent progenitor cell	NA	ADAM19, ALOX15B, ANKRD44, ARFGAP1, ASPRV1, B3GAT2, BNIP3P11, C20orf197, CACNB4, CAPSL, CCDC168, CD34, CD47, CDK9, CLIP3, COBL, COL6A3, CRAT, CXorf23, CYTIP, DPYSL3, EBF1, EDC4, ETS1, FAM210B, FCRL3, FGD6, GAS7, GRAMD1B, GRB2, HERC4, ITPK1-AS1, KCTD9, KIAA1147, KLHL6, KLKB1, LAT2, LCAT, LDB2, LINC01059, LINC01125, LINC01359, LY6G5C, MMP28, MTUS1, MYO1G, NKAIN2, NPL, OAS2, OXR1, PADI4, PDE1A, PLAGL2, PLCXD2, PPP2R3B, PRAME, PROB1, PROM1, PROX2, PSPN, PTGDR2, PWRN1, QPRT, RNF103, RNF213, RNPEPL1, RPGRIP1L, RPL7P52, S100A8, SGMS1-AS1, SIGLEC17P, SLC22A17, SNX10, SSC4D, ST3GAL5, STK32B, STXBP5L, TARBP1, TRBV29-1, TREML1, TRPM2, USP2, VPS54, ZFP36L2, ZKSCAN8, ZNF367, ZSWIM1	ADAM19, ALOX15B, ANKRD44, ARFGAP1, ASPRV1, B3GAT2, NA, C20orf197, CACNB4, CAPSL, CCDC168, CD34, CD47, CDK9, CLIP3, COBL, COL6A3, CRAT, NA, CYTIP, DPYSL3, EBF1, EDC4, ETS1, FAM210B, FCRL3, FGD6, GAS7, GRAMD1B, GRB2, HERC4, NA, KCTD9, KIAA1147, KLHL6, KLKB1, LAT2, LCAT, LDB2, NA, NA, NA, LY6G5C, MMP28, MTUS1, MYO1G, NKAIN2, NPL, OAS2, OXR1, PADI4, PDE1A, PLAGL2, PLCXD2, PPP2R3B, PRAME, PROB1, PROM1, PROX2, PSPN, PTGDR2, NA, QPRT, RNF103, RNF213, RNPEPL1, RPGRIP1L, NA, S100A8, NA, NA, SLC22A17, SNX10, SSC4D, ST3GAL5, STK32B, STXBP5L, TARBP1, NA, TREML1, TRPM2, USP2, VPS54, ZFP36L2, ZKSCAN8, ZNF367, ZSWIM1	8728, 247, 91526, 55738, 151516, 135152, NA, 284756, 785, 133690, 643677, 947, 961, 1025, 25999, 23242, 1293, 1384, NA, 9595, 1809, 1879, 23644, 2113, 116151, 115352, 55785, 8522, 57476, 2885, 26091, NA, 54793, 57189, 89857, 3818, 7462, 3931, 9079, NA, NA, NA, 80741, 79148, 57509, 64005, 154215, 80896, 4939, 55074, 23569, 5136, 5326, 257068, 28227, 23532, 389333, 8842, 283571, 5623, 11251, NA, 23475, 7844, 57674, 57140, 23322, NA, 6279, NA, NA, 51310, 29887, 136853, 8869, 55351, 9515, 6894, NA, 340205, 7226, 9099, 51542, 678, 7745, 195828, 90204	ADA19, LX15B, ANR44, ARFG1, APRV1, B3GA2, NA, CT197, CACB4, CAPSL, CC168, CD34, CD47, CDK9, CLIP3, COBL, CO6A3, CACP, NA, CYTIP, DPYL3, COE1, EDC4, ETS1, F210B, FCRL3, FGD6, GAS7, GRM1B, GRB2, HERC4, NA, KCTD9, NA, KLHL6, KLKB1, NTAL, LCAT, LDB2, NA, NA, NA, LY65C, MMP28, MTUS1, MYO1G, NKAI2, NPL, OAS2, OXR1, PADI4, PDE1A, PLAL2, PLCX2, P2R3B, PRAME, PROB1, PROM1, PROX2, PSPN, PD2R2, NA, NADC, RN103, RN213, RNPL1, FTM, NA, S10A8, NA, NA, S22AH, SNX10, SRB4D, SIAT9, ST32B, STB5L, TARB1, NA, TRML1, TRPM2, UBP2, VPS54, TISD, ZKSC8, ZN367, ZSWM1	Q9H013, O15296, Q8N8A2, Q8N6T3, Q53RT3, Q9NPZ5, NA, Q8N268, O00305, Q8WWF8, Q8NDH2, P28906, Q08722, P50750, Q96DZ5, O75128, P12111, P43155, NA, O60759, Q14195, Q9UH73, Q6P2E9, P14921, Q96KR6, Q96P31, Q6ZV73, O60861, Q3KR37, P62993, Q5GLZ8, NA, Q7L273, NA, Q8WZ60, P03952, Q9GZY6, P04180, O43679, NA, NA, NA, Q5SRR4, Q9H239, Q9ULD2, B0I1T2, Q5VXU1, Q9BXD5, P29728, Q8N573, Q9UM07, P54750, Q9UPG8, Q0VAA5, Q9Y5P8, P78395, E7EW31, O43490, Q3B8N5, O60542, Q9Y5Y4, NA, Q15274, O00237, Q63HN8, Q9HAU8, Q68CZ1, NA, P05109, NA, NA, Q8WUG5, Q9Y5X0, Q8WTU2, Q9UNP4, Q9NY57, Q9Y2K9, Q13395, NA, Q86YW5, O94759, O75604, Q9P1Q0, P47974, Q15776, Q7RTV3, Q9BR11	Single-cell sequencing	29167569	NA
